id,indicador,geo_type,geo_id,geo_nombre,sexo,year,valor
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11030,San Felipe,Mujeres,2024,8.163516781417988
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11030,San Felipe,Total,2024,6.696762706122417
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11031,San Francisco del Rincón,Hombres,2024,8.335404998318296
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11031,San Francisco del Rincón,Mujeres,2024,11.097064194409327
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11031,San Francisco del Rincón,Total,2024,9.744004929320141
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11032,San José Iturbide,Hombres,2024,5.4610375971434575
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11032,San José Iturbide,Mujeres,2024,6.163512008907269
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11032,San José Iturbide,Total,2024,5.821910812411906
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11033,San Luis de la Paz,Hombres,2024,8.783825433027184
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11033,San Luis de la Paz,Mujeres,2024,10.377226195484504
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11033,San Luis de la Paz,Total,2024,9.61806728241876
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11034,Santa Catarina,Hombres,2024,10.249402118209773
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11034,Santa Catarina,Mujeres,2024,6.106870229007634
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11034,Santa Catarina,Total,2024,8.061915511125443
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11036,Santiago Maravatío,Hombres,2024,21.65171667182184
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11036,Santiago Maravatío,Mujeres,2024,28.47380410022779
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11036,Santiago Maravatío,Total,2024,25.20385470719051
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11037,Silao,Hombres,2024,8.51938623378307
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11037,Silao,Mujeres,2024,8.435680206084577
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11037,Silao,Total,2024,8.477100373450638
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11038,Tarandacuao,Hombres,2024,13.086558235184146
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11038,Tarandacuao,Mujeres,2024,8.579272477693891
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11038,Tarandacuao,Total,2024,10.736333542095371
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11039,Tarimoro,Hombres,2024,11.724638490313215
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11039,Tarimoro,Mujeres,2024,15.15763945028294
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11039,Tarimoro,Total,2024,13.526775057687717
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11041,Uriangato,Hombres,2024,14.393420150788211
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11041,Uriangato,Mujeres,2024,13.866565818915255
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11041,Uriangato,Total,2024,14.11896045049334
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11042,Valle de Santiago,Hombres,2024,18.270401948842878
1055,Tasa de mortalidad por diabetes y enfermedades hipertensivas,mun,11042,Valle de Santiago,Mujeres,2024,16.74937965260546
