CVE_COL,ID_COL,COLONIA,CP,CLASIF,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,SUN_2018,NOM_SUN,POB_TOT,P6A14NAE,SBASC,PSDSS,OVSDE,OVSEE,OVSAE,OVPT,OVHAC,OVSREF,OVSINT,OVSCEL,IM_2020,GM_2020,IMN_2020,ENTIDAD,fn_COLONIA,NOM_ENT_etq,marginacion_z
11003_0057,21234.0,La Mision,37755,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,579.771852016449,4.25176022468754,13.3957448795094,37.0694737876128,0.0,0.0021806646098305,0.108381225753655,0.333554812180295,7.89546088486136,1.03026835641701,13.9657440951462,5.04078907320242,151.360972799941,Bajo,0.965017096363959,Guanajuato,,Guanajuato,0.7706502441605928
11003_0058,21237.0,La Palmita,0,Barrio,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,256.130328178406,6.44774742153231,22.7646275782754,28.4447053176785,0.0,0.0123005740291575,0.0019938364818503,1.34839469047227,11.2285400815745,2.00860482970596,16.8979043575189,8.06079451407559,150.343572867539,Bajo,0.958530560829426,Guanajuato,,Guanajuato,0.4741169593347463
11003_0059,21239.0,La Parroquia,37765,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,146.857864379883,3.98009951783174,6.11735342870921,30.4307963954821,0.0,0.0,0.0,0.274977076351785,6.41613175448391,0.183318057665627,5.4078828127492,0.824931269641976,152.907231614873,Muy bajo,0.974875424863106,Guanajuato,,Guanajuato,1.2213257268099562
11003_0060,21240.0,La Parroquia Ii,37765,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,123.817092895508,3.98009937379089,6.11735353467022,30.4307967106198,0.0,0.0,0.0,0.274977094950174,6.41613208713266,0.18331805928851,5.40788280316772,0.824931284850521,152.9072316032,Muy bajo,0.974875424788685,Guanajuato,,Guanajuato,1.221325723407715
11003_0061,21246.0,Landeta,37880,Conjunto habitacional,11,Guanajuato,11003,San Miguel de Allende,110030135.0,Palmita de Landeta,,,880.497700452805,6.25762079535113,36.1173143193565,29.4061650192939,0.0,0.0,0.0,0.894586677975434,24.5957369609235,4.33257163097384,18.4822131789195,5.13753275455043,149.090077770924,Medio,0.950538776843996,Guanajuato,,Guanajuato,0.10877093691584701
11003_0062,21247.0,Las Alamedas,37732,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,415.437347650528,10.0291176800353,32.6975812832943,37.5414092675307,0.277956575942883,0.556374105628133,6.11881465558475,15.2862580431719,34.5747535048357,6.22668365871364,33.4671094624069,6.83760134151219,144.521142587469,Alto,0.921409071328428,Guanajuato,,Guanajuato,-1.2228994465366119
11003_0063,21249.0,Las Capillas,37700,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,29.0034770965576,5.07246392645239,24.3983710967685,44.9600957115978,0.0,0.0,0.0,0.135547267256869,16.9095208681503,1.49101988087502,12.30091413512,2.74483223563976,149.722395033187,Medio,0.954570179107885,Guanajuato,,Guanajuato,0.2930673073591313
11003_0064,21250.0,Las Capillas 2Da Seccion,37700,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,28.7585010528564,5.07246366984811,24.3983701842096,44.9600969366476,0.0,0.0,0.0,0.135547270182109,16.9095222339026,1.49102001659273,12.3009143045522,2.74483231408255,149.722395007169,Medio,0.954570178942006,Guanajuato,,Guanajuato,0.2930672997758763
11003_0065,21251.0,Las Cruces,0,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,267.426147460938,8.16326499332558,34.3544871917727,28.6858982405609,8.01282049453271,0.0,6.57051307654211,6.73076961481316,40.5448720874767,3.68589752733647,38.3012819781308,9.6153851640188,142.708749071525,Muy alto,0.909853974292042,Guanajuato,,Guanajuato,-1.7511430462890607
11003_0066,21252.0,Las Flores,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,85.6161193847656,6.3106795893603,39.3495927810084,34.6808022964312,0.508512058725928,5.37254018891214,46.8052180559505,15.1669247789486,34.4903823134255,15.6975458393939,71.9655083706991,11.2757014382696,137.147977618886,Muy alto,0.874400716946355,Guanajuato,,Guanajuato,-3.3718958815322972
11003_0067,21253.0,Las Fuentes,37720,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,39.060703754425,9.55835321690415,28.7430362107561,32.009506339385,0.0,0.0,0.0,1.74172150805333,18.9525065393208,2.91100914549055,17.3559122940968,11.410645962778,148.396365885505,Medio,0.946115946989008,Guanajuato,,Guanajuato,-0.09341962507914814
11003_0068,21254.0,Lindavista,0,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,707.767932891846,6.4464251668189,30.990613346333,43.3346959358003,0.0,0.0699270027614983,0.0747984232282822,2.65149117498601,21.2324554574808,3.14122374165957,22.5859142504154,4.50739099099167,148.287931937192,Medio,0.945424615452135,Guanajuato,,Guanajuato,-0.1250239862117161
11003_0069,21258.0,Los Adobes,0,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,,,,,43.3991930484772,6.53822261627306,10.693923940334,24.8695899467742,0.0,0.0,0.0,0.543310293614287,4.31097718275434,0.621250178266202,8.19644934704493,2.83459560671626,152.265983732797,Bajo,0.970787084534929,Guanajuato,,Guanajuato,1.0344264212333545
11003_0070,21259.0,Los Angeles,377,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,145.292045593262,5.89225417411327,38.7535482099411,38.7826760335228,0.342798656217669,3.76572432174935,32.8002241619082,11.568173440304,33.0414593593583,11.6379128375092,60.8479082426516,10.5288189021693,140.151036119491,Muy alto,0.893547018273946,Guanajuato,,Guanajuato,-2.496618841159235
11003_0071,21268.0,Los Mezquites,37750,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,91.4547271728516,3.28282815984996,27.2412097317991,42.3652669316385,0.0,0.788584322255377,0.0375516349809233,3.15433728902151,20.3154342160792,4.50619642813237,22.7562912510533,6.04581333479543,148.70099530335,Medio,0.948058142462765,Guanajuato,,Guanajuato,-0.0046317658988398415
11003_0072,21272.0,Luis Donaldo Colosio,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,1057.17643165588,10.8072228673013,38.4691498470132,41.5830219981578,0.0,0.142959735814695,1.36876939472764,5.37987721242112,30.6838151243723,5.64871490938398,29.2257722894246,6.66949324744505,145.7936081548,Alto,0.929521803456752,Guanajuato,,Guanajuato,-0.852024255285516
11003_0073,21273.0,Luminaria,37700,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,93.8549984246492,8.19325996683753,25.8802440049619,34.3202195780396,0.0,0.0323058824079595,0.0,1.58309378711476,10.4479737618867,1.42262040179756,15.5810189426476,8.66011492650294,149.282077306413,Medio,0.951762889181632,Guanajuato,,Guanajuato,0.1647314801892915
11003_0074,21274.0,Manjarrez Nuevo Mexiquito,37717,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,116.826736450195,6.74486779992946,21.8791349224211,30.6770099171135,0.0,0.107719933579891,0.0,0.323159800739673,14.2549376518589,1.11310596300144,20.3231609753138,7.39676852994842,150.180515327838,Bajo,0.957490971095092,Guanajuato,,Guanajuato,0.4265919042180249
11003_0075,21276.0,Mexiquito,37717,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,1110.65914154053,6.61872154962887,23.118792416387,31.1819994640098,0.0051179365636352,0.10284535395493,0.0135109020146025,0.592415910961555,14.616576662281,1.28555702221764,19.6510084706598,7.43290630581339,150.039920367767,Bajo,0.95659459379504,Guanajuato,,Guanajuato,0.3856138345209036
11003_0076,21278.0,Mirador,37795,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,48.0510063171387,7.93650833437867,2.0606060195309,45.493106974494,0.0,0.0,0.0,0.425985092445482,2.9818955848319,0.0,3.08839199808784,0.638977607524987,151.317875593661,Bajo,0.964742325793339,Guanajuato,,Guanajuato,0.7580890519115859
11003_0077,21279.0,Miraflores,37700,Residencial,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,36.6971817016602,6.60660652631425,30.9328161776466,43.3433072285437,0.0,0.0751314806034652,0.0751314806034652,2.8174303849678,21.5251689634559,2.9301278353099,22.1262220319471,4.50788887699669,148.238235069927,Medio,0.945107768079532,Guanajuato,,Guanajuato,-0.13950872797974426
11003_0078,21281.0,Montes de Loreto,0,Colonia,11,Guanajuato,11003,San Miguel de Allende,,,,,68.7587661743164,9.06921213512612,29.8861479349481,32.913604587765,0.0,0.0,0.0,3.18181821964507,22.7972016507572,4.86013968167456,32.9370622464798,8.98601394042774,147.979420348605,Medio,0.943457668808588,Guanajuato,,Guanajuato,-0.21494335012847837
11003_0079,21283.0,Nuevo Pantoja,0,Localidad,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,1237.76118066907,10.0783612123455,27.4630850696083,54.8577952958372,0.662067940068331,0.433072629560947,0.0985584771392732,2.37873216710217,23.2567825104221,7.15512050111601,33.5982482372319,9.47475886347215,145.631580171289,Alto,0.928488777761392,Guanajuato,,Guanajuato,-0.8992492340318747
11003_0080,21284.0,Nuevo Progreso,37730,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,176.663223266602,6.60660671725518,30.9328196639292,43.3433084572796,0.0,0.0751314793899258,0.0751314793899258,2.81743060421432,21.5251698704234,2.93012761147904,22.1262212988481,4.50788869561309,148.238234670327,Medio,0.94510776553184,Guanajuato,,Guanajuato,-0.139508844447906
11003_0081,21285.0,Nuevo San Miguel,37717,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,79.9263687133789,6.74486800062103,21.879135451725,30.6770080484893,0.0,0.107719921469717,0.0,0.323159783400865,14.2549365087237,1.11310589950107,20.3231593655831,7.39676833341599,150.180515463545,Bajo,0.9574909719603,Guanajuato,,Guanajuato,0.4265919437714358
11003_0082,21286.0,Ojo de Agua,0,Barrio,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,299.075904846191,6.3778904625528,25.5899544977799,36.8482894503028,0.0,0.226163650665047,0.120620618350964,2.18547423552253,19.782605350848,2.98330208215747,23.8687194562586,7.6072274277033,148.938473591509,Medio,0.949572209159413,Guanajuato,,Guanajuato,0.06458409958323137
11003_0083,21287.0,Olimpo,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,2756.729965657,5.58583724808768,33.8408355131396,42.7170995143371,3.68202420109431e-05,0.0568130656892809,0.0761765257175386,2.76046590768021,20.9684816043874,5.0303273243354,26.7275505831081,6.66190530720272,148.055456909647,Medio,0.943942447546442,Guanajuato,,Guanajuato,-0.19278159200902076
11003_0084,21288.0,Palmita de Landeta,37700,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,1392.38655090332,7.05882055319714,33.1933235342846,37.2533968408314,0.0,0.0,0.0,1.08365301002108,25.9540745490437,4.6544573497864,17.3607230018951,2.91418290847458,148.61686822181,Medio,0.947521781798246,Guanajuato,,Guanajuato,-0.029151602235935062
11003_0085,21292.0,Paseo Real,37765,Residencial,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,125.717359781265,6.30923194617295,4.14675618429565,44.5969430934281,0.0,0.0,0.0,0.224212582558168,4.04269129593886,0.196549277180302,7.46428316947434,1.90896369130001,151.453302689106,Bajo,0.965605754853009,Guanajuato,,Guanajuato,0.7975608861311149
11003_0086,21293.0,Pedregal,0,Villa,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,410.377807617188,5.38149857008294,8.35283245217905,40.6458888977835,0.0,0.0,0.0624883426430464,0.368288188120819,5.7899182451031,0.587390406294038,9.33447111403214,3.17069394077906,151.46000817684,Bajo,0.965648506364066,Guanajuato,,Guanajuato,0.7995152801120804
11003_0087,21294.0,Pedro Moreno,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,281.284301757812,6.31067932669763,39.3495941260189,34.6808055537965,0.508512071216751,5.37254059326796,46.8052223850459,15.1669249888619,34.4903830161132,15.6975465167351,71.9655145029616,11.2757027144091,137.147976459407,Muy alto,0.874400709553983,Guanajuato,,Guanajuato,-3.371896219476208
11003_0088,21295.0,Peña de La Cruz,37755,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,,,,,87.4739646911621,3.95596677390849,16.6657951792805,38.3931638771713,0.0,0.198215819483706,0.0907247848321756,1.03672108694331,10.9915190347978,1.89674962278951,16.1570559013695,5.29132214629296,150.722624148265,Bajo,0.960947240370612,Guanajuato,,Guanajuato,0.5845959536922096
11003_0089,21299.0,Providencia,37737,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,691.426009654999,6.83636194226008,28.7048175942003,22.011347344014,0.0,0.19273211028028,0.115814943145508,2.20860896286843,16.3168923702998,2.0938920533545,18.3587106123073,8.02573664876659,149.915414284282,Bajo,0.955800792744865,Guanajuato,,Guanajuato,0.3493250588479601
11003_0090,21303.0,Puente Viejo,37710,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,122.262336730957,7.5268811131744,24.2194889509164,39.0891072662011,0.0793021418545359,0.0,0.0793021418545359,1.34813641152711,12.2125296503608,1.62633871992791,13.4020614853223,9.23869928200629,149.117180292864,Medio,0.950711571696875,Guanajuato,,Guanajuato,0.11667028858864747
11003_0091,21307.0,Recidencial La Luz,37712,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,,,,,108.328207969666,3.02866030964308,21.1458166571825,46.687538237287,0.0,0.0,0.000565085513108,0.216846847300895,13.0846909111352,0.24623129549132,13.2960267609161,11.6349929141245,149.839346976178,Bajo,0.955315817976027,Guanajuato,,Guanajuato,0.32715433913237607
11003_0092,21310.0,San Angel,37790,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,117.003440856934,3.98009948460386,6.11735323052153,30.4307970689641,0.0,0.0,0.0,0.274977075810803,6.41613210853636,0.183318054785756,5.4078826607546,0.824931227432409,152.907231579918,Muy bajo,0.974875424640249,Guanajuato,,Guanajuato,1.2213257166219043
11003_0093,21311.0,San Antonio,37750,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,3297.70947265625,6.42399932610575,26.7417634166848,40.5162128415281,0.0,0.0854093242378187,0.0429411460635174,1.06221232453917,17.3835612375563,3.16535901315547,20.3889585842227,8.07745365784094,148.873009899251,Medio,0.949154838809237,Guanajuato,,Guanajuato,0.04550392954993874
11003_0094,21315.0,San Felipe Neri,37733,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,489.188201904297,6.24730102023203,29.3023532585661,26.1591982419566,0.0,0.15793719843849,0.0877419818475023,1.98301268901854,17.0167475164163,2.09418006902627,18.5317550700047,7.42900801510377,149.767381685426,Medio,0.954856996031136,Guanajuato,,Guanajuato,0.30617920105686963
11003_0095,21317.0,San Javier,37755,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,506.095513105392,4.24759301009199,13.4377031609555,37.0867645750727,0.0,0.0047393497911363,0.108150764281773,0.342732665599124,7.93587117681583,1.0415778356259,13.994344376311,5.04405884671954,151.352760126426,Bajo,0.96496473563845,Guanajuato,,Guanajuato,0.7682565629964347
11003_0096,21318.0,San Jorge,37727,Residencial,11,Guanajuato,11003,San Miguel de Allende,110030591.0,Colonia San Luis Rey,,,36.6130599975586,9.06921281891724,29.8861501748385,32.9136063600411,0.0,0.0,0.0,3.18181812853945,22.7972016569468,4.86013976086837,32.9370641101058,8.98601427563172,147.979419868865,Medio,0.943457665749955,Guanajuato,,Guanajuato,-0.21494348995439772
11003_0097,21319.0,San Jose,0,Barrio,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,65.468391418457,9.84848502507476,28.9840625570507,31.2603643079479,0.0,0.0,0.0,1.82270092417347,19.0555088506997,2.98260139641045,17.6126874574059,11.8475553698238,148.320509578026,Medio,0.94563231747586,Guanajuato,,Guanajuato,-0.11552884615841512
11003_0098,21324.0,San Luis Rey,37727,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030591.0,Colonia San Luis Rey,,,1948.29272460938,9.06921260028573,29.8861480835787,32.9136059064098,0.0,0.0,0.0,3.18181830997617,22.7972031301945,4.86013982782652,32.937062284224,8.98601455450968,147.979420028384,Medio,0.943457666766985,Guanajuato,,Guanajuato,-0.21494344346069075
11003_0099,21327.0,San Martin,37738,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,769.275959014893,9.79440336759391,39.9057481305461,40.7563161061863,0.0648062629741705,0.211408744526697,1.62690884051289,6.02316439408374,33.2079053416631,6.83299206978158,31.4781448863206,6.96223554452579,145.634991168232,Alto,0.928510524915258,Guanajuato,,Guanajuato,-0.8982550584910372
11003_0100,21330.0,San Miguel Tres Cruces,37760,Colonia,11,Guanajuato,11003,San Miguel de Allende,,,,,390.573239326477,7.41037113852584,30.5144912702879,39.6283629844649,2.52776347651209,0.237941383550095,2.19966813043238,4.29243585358379,29.6301807214687,3.85203230047548,30.9495151671221,7.99503535888614,146.042199065902,Alto,0.931106719797975,Guanajuato,,Guanajuato,-0.7795694839618299
11003_0101,21333.0,San Rafael,37730,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,3431.04025840759,6.69144360195902,31.8937363313007,40.5674451690295,0.0,0.0687819015687717,0.0136316366679766,2.22784192368326,19.8237048690156,3.12196433003865,24.0960026343006,7.12928467400803,148.27800771821,Medio,0.945361342596469,Guanajuato,,Guanajuato,-0.12791651761489575
11003_0102,21335.0,San Ricardo,37717,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,64.0773620605469,6.74486764030138,21.8791364891149,30.6770089095736,0.0,0.107719931393469,0.0,0.323159794180408,14.2549375482539,1.1131059656289,20.3231598368209,7.39676863814434,150.180515339779,Bajo,0.957490971171218,Guanajuato,,Guanajuato,0.4265919076983662
11003_0103,21337.0,Santa Cecilia,0,Colonia,11,Guanajuato,11003,San Miguel de Allende,,,,,729.709133148193,8.9340694204066,29.282250623296,32.757096730262,0.0,0.0074092354756719,0.0,2.98519263765136,22.2096454122076,4.60240993125545,32.0694483644355,8.8767016934152,148.129096271851,Medio,0.944411942702141,Guanajuato,,Guanajuato,-0.1713185259409118
11003_0104,21338.0,Santa Cruz de La Paz,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,510.521932601929,9.91253406961839,32.8948274404908,37.5402820642517,0.28073553786303,0.666148486912461,7.02644833088859,15.1819807143736,34.4709109605372,6.43770065282156,34.3122222001238,6.9645440975554,144.368941180689,Alto,0.920438695960745,Guanajuato,,Guanajuato,-1.2672603528726591
11003_0105,21340.0,Santa Julia,37734,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,885.772789955139,6.66546513549607,30.0894727399491,35.1589363551292,0.0,0.119354610376723,0.0895121975952083,2.5652569212758,19.5184654624617,2.60151635361575,20.6555540251283,5.85618471906388,148.891341001262,Medio,0.94927171059269,Guanajuato,,Guanajuato,0.05084674678500868
11003_0106,21343.0,Serena,37790,Residencial,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,21.3079237937927,6.22759780526697,4.15511745264488,38.2004267336348,0.0,0.0,0.0,0.414479047341339,3.81480559935255,0.180305246799811,4.08060584923086,1.16723745408042,152.018329781611,Bajo,0.969208141875827,Guanajuato,,Guanajuato,0.9622447379970426
11003_0107,21344.0,Sin Nombre,0,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,72.9360885620117,8.16326503001799,34.3544859799535,28.6858965474354,8.01282042900334,0.0,6.57051268640534,6.73076902960801,40.5448698670768,3.68589720120935,38.3012797546915,9.61538451480401,142.708749560952,Muy alto,0.909853977412431,Guanajuato,,Guanajuato,-1.7511429036397586
11003_0108,21345.0,Sin Nombre,37750,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,83.8647079467773,3.28282827551329,27.2412090436077,42.3652713138031,0.0,0.788584356513809,0.0375516344219452,3.15433742605524,20.3154352430788,4.50619607678869,22.7562908769955,6.04581318456026,148.700994962259,Medio,0.948058140288104,Guanajuato,,Guanajuato,-0.004631865313862683
11003_0109,21346.0,Sin Nombre,0,Sin clasificar,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,304.895572662354,3.47993098786271,24.6725789651553,42.6447311188447,0.0,0.718183828291736,0.034199229213756,2.91076491307325,18.7679899498704,4.10390754512501,21.0004469508336,5.56312017868345,149.006639748165,Medio,0.950006809342998,Guanajuato,,Guanajuato,0.08445193493823423
11003_0110,21347.0,Sin Nombre,37747,Sin clasificar,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,646.996688313782,4.93291870888293,24.3858799944169,45.1637681617903,0.0115775280656776,0.171106625739295,0.100748952610001,1.42333623020071,18.6897192274528,1.7490908110992,20.2471426544243,9.73721996523555,148.839656708761,Medio,0.948942192190723,Guanajuato,,Guanajuato,0.035782746345146596
11003_0111,21352.0,Tierradentro,37732,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,61.3457794189453,10.0294990092872,32.6968970875165,37.5417126236291,0.277932166542058,0.555864333084115,6.11450785846484,15.2862704243204,34.5747645137413,6.22568099743706,33.4630346803357,6.83713131638857,144.52192438387,Alto,0.92141405574996,Guanajuato,,Guanajuato,-1.2226715826971657
11003_0112,21353.0,Valle del Maiz,37769,Barrio,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,998.186847686768,6.77312710280812,28.7949930002369,41.8126661373596,0.758101747020057,0.322903583156017,0.793594377437474,3.11138915574162,26.1347467068588,3.4441548043651,28.6665117565501,7.68413860075645,147.38409211096,Medio,0.939662093789159,Guanajuato,,Guanajuato,-0.38845883036019513
11003_0113,21355.0,Villa de Los Frailes,37790,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,362.152755737305,10.2657819701639,3.66721806190682,41.844421270746,0.0,0.0,0.0,0.541760120698652,1.75924959324213,0.270120462437017,3.3234052664333,1.76563982462628,150.879711128725,Bajo,0.961948764204374,Guanajuato,,Guanajuato,0.6303808184594047
11003_0114,21356.0,Villas de Allende,37700,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,41.9802627563477,3.28282828282828,27.2412101002591,42.3652708468159,0.0,0.788584283059125,0.037551632526625,3.1543371322365,20.3154340574367,4.506195903195,22.7562898848231,6.04581254994244,148.700995100574,Medio,0.948058141169948,Guanajuato,,Guanajuato,-0.004631825000309648
11003_0115,21357.0,Villas de San Miguel,37750,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,27.1230030059814,3.28282828282828,27.2412072954068,42.3652676388517,0.0,0.788584298165584,0.0375516332459802,3.15433719266234,20.3154338080602,4.50619598951762,22.7562893030942,6.04581317458772,148.700995484739,Medio,0.948058143619227,Guanajuato,,Guanajuato,-0.004631713030863633
11003_0116,21358.0,Villas del Sol,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,39.7532920837402,6.31067961165049,39.3495938578858,34.6808062251757,0.508512032728622,5.37253987160144,46.8052177312001,15.1669235060605,34.4903813502891,15.6975447576034,71.9655093424008,11.2757009947458,137.147977731258,Muy alto,0.874400717662794,Guanajuato,,Guanajuato,-3.371895848780138
11003_0117,21359.0,Villas del Sol,37765,Residencial,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,39.75652551651,10.119192996582,2.88068657920383,60.8187335019558,0.0,0.0,0.0,0.131814630920461,1.59276013542255,0.142799185857229,5.87133596230466,0.538243088058864,149.679690407433,Medio,0.95429791147387,Guanajuato,,Guanajuato,0.2806205373635773
11003_0118,21361.0,Vista Antigua,37717,Fraccionamiento,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,661.830341339111,6.75286903385526,22.0070519995289,30.5294485356895,0.0003402855597824,0.109795899419021,0.0095544410610591,0.375015931295411,14.3160144184705,1.13675610499227,20.3038443806111,7.40766043233808,150.168928065168,Bajo,0.957417095337224,Guanajuato,,Guanajuato,0.42321465899493094
11003_0119,21363.0,Zona Centro,37700,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,10398.4701328278,6.97591164659929,26.7285457150086,37.0515062122403,0.0070054491448597,0.125532681294753,0.0360423967386153,1.92312303315815,15.9056801837816,2.97200268511036,21.335480382743,8.22588557588924,148.915202365748,Medio,0.949423841120429,Guanajuato,,Guanajuato,0.05780142465171343
11003_0120,21364.0,Zona Centro,37880,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030244.0,Los Rodríguez,,,2557.62255859375,12.5754999139135,39.3233498682581,26.6149845729433,0.215085516103103,0.314896012688527,0.499948762279855,1.58023238696136,23.1079155992676,8.35905210536702,65.5090607889299,13.3201259227778,145.997852632217,Alto,0.930823984652469,Guanajuato,,Guanajuato,-0.7924947783638847
11003_0121,100636.0,Adolfo Lopez Mateos,37736,Colonia,11,Guanajuato,11003,San Miguel de Allende,110030001.0,San Miguel de Allende,,,199.569126158953,6.25524685583837,39.2520690714897,35.285774660682,0.483905025058348,5.13034103516298,44.6960154526048,14.6396923454431,34.2781607470597,15.0893910005198,70.2825054514032,11.160053617502,137.598278299516,Muy alto,0.87727165419837,Guanajuato,,Guanajuato,-3.240650403983187
